name,industry,funding_total_usd,status,country,funding_rounds,founded_year
Fanta-Z Holdings,Games,2704995,operating,United States,2,2009
Fantastec,Mobile Games,800000,operating,Finland,1,2009
Fantasy Buzzer,Sports,385000,operating,United States,1,2012
Fantasy Feud,Social Games,1014597,operating,Canada,1,2011
Fantasy Shopper,Shopping,3563271,operating,United Kingdom,2,2010
FantasyBook,Facebook Applications,0,acquired,United States,1,2007
FantasyHub,Social Fundraising,160000,operating,United States,3,2013
FantasySalesTeam,Curated Web,640000,operating,United States,1,2012
Fantazzle Fantasy Sports Games,Fantasy Sports,352239,operating,United States,2,2008
Fantom,Music,640086,operating,Ireland,2,2009
Fantoo,Web Development,1550857,operating,United Kingdom,2,2012
FanTrail,iOS,500000,operating,United States,1,2010
FanTree,Technology,678750,operating,United States,4,2012
Fantrotter,Curated Web,50000,operating,United States,2,2013
Fanvibe,Social Media,0,acquired,United States,1,2009
Fanwards,Sales and Marketing,65000,operating,Argentina,2,2011
FanXchange,Marketplaces,9900000,operating,Canada,4,2009
FanXT,Digital Media,330000,operating,Malaysia,1,2010
Fanzila,Blogging Platforms,1000000,operating,Israel,2,2005
Fanzo,Social Media,675000,operating,United States,2,2012
Fanzter,Software,4000000,operating,United States,2,2007
Fanzy,Enterprise Software,1500000,operating,United States,4,2011
Fara,E-Commerce,1052500,operating,United States,2,2011
Faraday,Energy Efficiency,1880000,operating,United States,2,2012
Farecast,Transportation,20600000,acquired,United States,3,2003
Farehelper,Public Transportation,10000,operating,United States,1,2010
Fareye,Software,320000,operating,India,1,2008
FarFaria,Education,3250000,operating,United States,1,2010
Farfetch,Fashion,108500000,operating,United States,4,2007
Fariqak,Fantasy Sports,82353,operating,United States,1,2013
FarmaciaClub,E-Commerce,390360,operating,Brazil,1,2012
Farmacias Inteligentes 24,Medical,30000,operating,Mexico,1,2013
Farman,Biotechnology,514640,operating,Italy,1,2008
farmbuy,Advertising,1600000,operating,Norway,1,2009
FarmDrop,E-Commerce,1265032,operating,United Kingdom,2,2012
Farmeron,SaaS,4065000,operating,United States,6,2010
FarmersWeb,E-Commerce,1000000,operating,United States,1,2011
Farmeto,Unknown,0,operating,United States,1,2012
farmhopping,Organic Food,108189,operating,United Kingdom,4,2012
Farmia,Agriculture,129538,operating,Bulgaria,4,2013
Farmigo,Green Consumer Goods,10000000,operating,United States,2,2009
Farmivore,Subscription Businesses,40000,operating,United States,1,2014
FarmLogs,Software,5000000,operating,United States,3,2012
Farmstr,E-Commerce,1300000,operating,United States,1,2013
FARR Technologies,Social Media,562500,operating,United States,1,2012
Farseer,Internet,100000,operating,United States,1,2013
Fashfix,E-Commerce,0,operating,Singapore,1,2012
FashFolio,Entertainment,0,operating,United States,1,2013
Fashinating,News,134101,operating,Cyprus,2,2009
Fashioholic,Games,1000000,operating,Israel,1,2010
Fashiolista,Fashion,500000,operating,Netherlands,1,2010
Fashion & You,E-Commerce,48000000,operating,India,2,2009
Fashion For Home,E-Commerce,0,operating,Germany,1,2009
Fashion Genome Project,Unknown,0,operating,United States,1,2010
Fashion GPS,Software,4000000,operating,United Kingdom,1,2006
Fashion Movement,Fashion,0,operating,United States,1,2012
Fashion Playtes,E-Commerce,15031860,closed,United States,5,2008
Fashion Project,Fashion,12300000,operating,United States,4,2011
Fashion To Figure,Fashion,2083635,operating,United States,1,2002
FashionAde.com (Abundant Closet),E-Commerce,60000,closed,United States,1,2008
fashionandyou.com,Fashion,10000000,operating,India,1,2009
Fashionchick,Fashion,0,operating,Netherlands,1,2008
FashionFreax GmbH,Maps,0,acquired,Germany,1,2008
Fashionspace,Marketplaces,200000,closed,United Kingdom,1,2007
FashionStake,Social Media,400000,acquired,United States,1,2010
Fashiontrot,Fashion,0,operating,United States,1,2013
Fashism,Fashion,1000000,closed,United States,1,2009
Fast Drinks,Hospitality,4503100,operating,Spain,1,2005
FAST FELT,Unknown,500000,operating,United States,1,2007
Fast FiBR,Internet,100000,operating,United States,1,2013
Fast Society,Messaging,275000,closed,United States,1,2009
Fast Track Asia,Unknown,3026134,operating,"Korea, Republic of",1,2011
Fastacash,Curated Web,8500000,operating,Singapore,3,2012
Fastback Networks,Mobile,15000000,operating,United States,1,2010
FastCall,Marketing Automation,0,operating,United States,1,2013
FastCAP,Hardware + Software,6975002,operating,United States,2,2008
FastConnect,Unknown,0,acquired,France,1,2004
FastCustomer,Customer Service,750000,operating,United States,1,2011
fastDove,Messaging,130000,operating,Spain,1,2009
FasterPants,Fashion,40000,operating,United States,1,2010
FastFig,Collaboration,0,operating,United States,1,2011
Fastly,Web Hosting,54000000,operating,United States,4,2011
Fastmobile,Technology,12000000,acquired,United States,1,2003
FastModel Sports,Software,0,operating,United States,1,2003
Fastnet Oil and Gas,Unknown,15152514,operating,United Kingdom,1,2008
Fastnote,MicroBlogging,800000,operating,United States,2,2009
FastPay,Finance,50000000,operating,United States,4,2009
Fastpoint Games,Facebook Applications,5900000,acquired,United States,2,2010
Fastpoint Games,Technology,10110000,operating,United States,3,2010
Fastr,Education,100000,operating,Latvia,2,2012
FastScaleTechnology,Finance,12000000,acquired,United States,2,2006
FastSoft,Software,5575000,acquired,United States,4,2006
FastSpring,Subscription Businesses,0,operating,United States,1,2005
Fat Spaniel Technologies,Clean Technology,32630837,acquired,United States,4,2003
Fatboy Labs,Software,450000,operating,United States,1,2011
Fate Therapeutics,Biotechnology,78188360,operating,United States,5,2007
Fathom Online,Advertising,6000000,acquired,United States,1,2002
Fatigue Science,Hardware + Software,300000,operating,United States,1,2006
FatRedCouch,Educational Games,550000,operating,United States,1,2009
Fatsoma,Social Media,0,operating,United Kingdom,2,2006
FatTail,Finance,3500000,operating,United States,1,2001
fav.or.it,Blogging Platforms,712000,closed,United Kingdom,1,2007
Fave Media,Search,1600000,operating,United States,1,2006
Faveeo,Public Relations,350000,operating,Switzerland,1,2012
Faveous,Curated Web,170000,operating,France,1,2010
Favery,Software,415000,operating,United States,1,2012
Faves,Web Tools,1500000,closed,United States,1,2004
Favista Real Estate,Real Estate,2000000,operating,India,1,2011
Favoe,Software,35687,operating,"Korea, Republic of",1,2013
Favor,Logistics Company,3860000,operating,United States,3,2012
Favorite Words,Internet,0,operating,United States,1,2014
Fayettechill Clothing Company,Fashion,0,operating,United States,1,2009
Fazland,Internet,670741,operating,Italy,1,2011
FAZUA,Hardware + Software,0,operating,Germany,1,2011
Fältcommunications AB,Internet of Things,0,operating,Sweden,1,2001
Fırsat Bu Fırsat,Unknown,0,operating,Türkiye,1,2010
förderbar GmbH. Die Fördermittelmanufaktur,ICT,0,operating,United States,1,2012
FÃ©vrier 46,Sales and Marketing,72360,closed,France,2,2009
FBC Device,Medical Devices,0,operating,Denmark,1,2005
FD9 Group,Fashion,1808240,operating,United States,1,2012
FDM Digital Solutions,Design,1303116,operating,United Kingdom,1,2013
FDO Holdings,Unknown,317279695,operating,United States,1,2010
Fe3 Medical,Biotechnology,8209458,operating,United States,3,2008
Fear Hunters,Education,493847,operating,Belgium,2,2008
Feast,Education,0,operating,United States,1,2012
Feasthouse On Wheels,Hospitality,0,operating,United States,1,2011
Feastie,Hospitality,0,operating,United States,1,2010
Feathr,Mobile,417606,operating,United States,6,2011
FedBid,Governments,2000000,operating,United States,2,2001
Federal Finance,Finance,3000000,operating,Russian Federation,2,2012
Federated Media,Content,57450000,operating,United States,4,2005
Federated Sample,Analytics,2800000,operating,United States,1,2010
Fedora Pharmaceuticals,Biotechnology,200100,operating,Canada,1,2012
FedTax,Storage,135000,operating,United States,1,2008
Feebbo,Polling,0,operating,Spain,2,2010
"FeedbacK Enterprise, LLC",Self Development,500000,operating,United States,1,2012
Feedback-Machine,Analytics,40000,operating,Brazil,1,2012
Feedbooks,Mobile,843242,operating,France,3,2007
FeedBurner,Curated Web,8000000,acquired,United States,2,2004
Feedgen,Social CRM,0,closed,United States,3,2011
FeedHenry,PaaS,9000000,acquired,United States,1,2010
Feeding Forward,Nonprofits,20000,operating,United States,1,2012
Feedjit,Analytics,450000,operating,United States,1,2007
Feedlooks,News,20000,operating,United States,1,2010
FeedMagnet,Twitter Applications,250000,acquired,United States,1,2009
feedPack,Customer Support Tools,0,operating,United Kingdom,1,2013
Feedtrace,Twitter Applications,130000,acquired,United States,1,2009
FeedVisor,E-Commerce,7700000,operating,Israel,2,2011
Feedzai,Software,4473643,operating,United States,2,2011
FeeFighters,Payments,1835000,acquired,United States,4,2009
"FeeSeeker.com, LLC",Finance,20000,operating,United States,1,2011
Feesheh,Musical Instruments,100000,operating,Jordan,1,2012
FeeX - Robin Hood of Fees,Finance,9500000,operating,United States,2,2012
FEMA Guides,Education,0,operating,United States,1,2013
FemaleDaily Network,E-Commerce,1000000,operating,Indonesia,2,2007
Femasys,Manufacturing,6406502,operating,United States,6,2004
femeninas,Beauty,25000,operating,United States,2,2007
Fenergo,Banking,5146400,operating,Ireland,1,2009
Fengxiafei,Mobile,0,operating,China,1,2011
Fenix International,Clean Technology,0,operating,United States,2,2009
Fenway Summer LLC,Financial Services,0,operating,United States,1,2013
Ferevo,Advertising,135000,operating,United States,3,2012
Fermentalg,Biotechnology,25501830,operating,France,3,2005
Ferric Semiconductor,Semiconductors,1000000,operating,United States,2,2011
FertilityAuthority,Social Network Media,1700000,operating,United States,2,2009
Fervent Pharmaceuticals,Pharmaceuticals,200000,operating,United States,1,2011
Festicket,Online Travel,3460000,operating,United Kingdom,3,2012
Fetch MD,Health Care,25000,closed,United States,1,2013
"Fetch Plus, Inc Pte. Ltd.",Software,580000,operating,Singapore,1,2010
FetchBack,Advertising,1000000,acquired,United States,1,2007
Feuerlabs,Software,125000,operating,United States,1,2011
Feusd Ltd,Enterprise Software,160922,operating,United Kingdom,1,2011
Fever,Curated Web,3000000,operating,United States,1,2012
Fewzion,Unknown,29358,operating,Australia,1,2012
FeZo,Enterprise Software,60000,closed,United States,1,2011
FFFavs,News,300000,operating,United States,6,2011
fflap,Social Media Marketing,194526,closed,United Kingdom,2,2010
FFWD,Curated Web,1700000,closed,United States,1,2007
fg microtec,Software,5425110,operating,Germany,2,2000
FibeRio,Nanotechnology,17889122,operating,United States,3,2009
FiberSensing,Hardware + Software,3110000,operating,Portugal,1,2004
FiberZone Networks,Analytics,42786202,operating,United States,5,2003
Fibroblast,Medical,875000,operating,United States,2,2010
Fiddler's Brewing Company,Wine And Spirits,0,operating,United States,1,2011
Fidelis,SaaS,10250000,operating,United States,3,2011
Fidelis Security Systems,Enterprise Software,28415704,operating,United States,3,2002
Fidelis SeniorCare,Health and Wellness,58340499,operating,United States,4,2004
Fidelithon Systems,iPhone,250000,operating,United States,1,2009
Fididel,Curated Web,0,operating,United States,1,2007
Fiducioso Advisors,Software,80000,operating,United States,1,2010
FidusNet,Unknown,1400000,operating,United States,2,2010
Fidzup,Ad Targeting,392160,operating,France,1,2011
Field Agent,Business Services,2500000,operating,United States,1,2010
Field Nation,Software,150000,operating,United States,1,2008
Field Squared,Software,925000,operating,United States,1,2013
FieldAware,Software,36000000,operating,United States,3,2009
Fielding Systems,Software,665020,operating,United States,2,2009
FieldLens,Construction,12635000,operating,United States,4,2011
Fieldoo,Mobile,665600,operating,Slovenia,1,2012
FIELDS CHINA,Hospitality,5000000,operating,China,1,2009
FieldSolutions,Hardware + Software,1500000,operating,United States,1,2006
FieldView Solutions,Enterprise Software,4750000,operating,United States,2,2006
Fieldwire,Project Management,0,operating,United States,1,2013
Fierce & Frugal,Fashion,0,operating,United States,1,2011
Fiesta Frog,Concerts,30000,operating,United States,2,2011
Fiestah,Sales and Marketing,40000,operating,United States,2,2012
Fifteen Reasons,Career Planning,0,closed,United States,1,2006
Fifty100,Artists Globally,830000,operating,United States,5,2009
FiftyFiver,Networking,0,operating,United States,1,2014
FiftyThree,Software,15100000,operating,United States,2,2011
Figgu,Trading,40000,operating,Chile,1,2013
Fight My Monster,Kids,2100000,operating,United States,1,2011
FightMe,Private Social Networking,3100000,operating,United Kingdom,3,2011
Figma,Unknown,3874996,operating,United States,1,2012
FIGMD,Health and Wellness,100084,operating,United States,1,2010
Figo Pet Insurance,Insurance,900000,operating,United States,1,2013
FIGS,Health Care,2000000,operating,United States,1,2010
Figure 8 Surgical,Unknown,3159998,operating,United States,3,2009
Fiix,Online Dating,0,operating,Australia,1,2008
Fik Stores,E-Commerce,100000,operating,Spain,1,2012
Fiksu,Mobile,26749993,operating,United States,4,2008
Filament Labs,Health Care,1155000,operating,United States,4,2013
Filao,Software,10900000,closed,France,3,2000
Fileblaze,Enterprise Software,0,operating,United States,2,2010
Fileboard,Enterprise Software,0,operating,United States,1,2011
Fileforce,Semiconductors,0,operating,Japan,1,2001
FileHold Document Management software,Software,400000,operating,Canada,1,2005
FileLife,Security,1200000,operating,United States,1,2007
FilesX,Software,7500000,acquired,Israel,1,2000
FileThis,Web Hosting,1425799,operating,United States,1,2010
FileTrek,Enterprise Software,10000000,operating,Canada,1,2011
Film Fresh,Games,2000000,operating,United States,1,2005
Filmaster,Predictive Analytics,767473,operating,Poland,4,2010
FilmBreak,Consumer Internet,300000,operating,United States,1,2012
FilmCrave,Reviews and Recommendations,0,operating,United States,1,2007
FilmDoo,Film Distribution,0,operating,United Kingdom,1,2013
Filmijob,Recruiting,88000,operating,Spain,4,2013
FilmMe,Information Technology,1305622,operating,Finland,3,2011
Filmmortal,Brand Marketing,155000,operating,United States,3,2008
FilmySphere Entertainment Pvt Ltd,Games,100000,operating,India,1,2013
Filmzu,Video on Demand,50000,operating,United States,1,2014
